PATIENT EDUCATION AND COUNSELING,2.199
PATIENT EDUCATION AND COUNSELING,2.199
XENOBIOTICA,2.199
JOURNAL OF BIOMATERIALS APPLICATIONS,2.197
LUPUS,2.197
INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,2.196
JOURNAL OF ARCHAEOLOGICAL SCIENCE,2.196
JOURNAL OF ARCHAEOLOGICAL SCIENCE,2.196
Paediatric Respiratory Reviews,2.196
BMC MOLECULAR BIOLOGY,2.194
SCIENCE TECHNOLOGY & HUMAN VALUES,2.194
HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,2.192
PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,2.192
ACTA BIOCHIMICA ET BIOPHYSICA SINICA,2.191
LANGENBECKS ARCHIVES OF SURGERY,2.191
SYSTEMATICS AND BIODIVERSITY,2.191
BMC Pregnancy and Childbirth,2.190
DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,2.190
International Journal of Environmental Science and Technology,2.190
JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION,2.190
SEMICONDUCTOR SCIENCE AND TECHNOLOGY,2.190
Annals of Clinical Microbiology and Antimicrobials,2.189
Geriatrics & Gerontology International,2.188
Geriatrics & Gerontology International,2.188
PATHOLOGY,2.188
UROLOGY,2.188
Chemistry Central Journal,2.187
EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,2.187
AMERICAN MUSEUM NOVITATES,2.186
Journal of Mixed Methods Research,2.186
PLASMA PHYSICS AND CONTROLLED FUSION,2.186
CONSERVATION GENETICS,2.185
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,2.185
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,2.185
Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,2.184
JOURNAL OF NANOPARTICLE RESEARCH,2.184
THERMOCHIMICA ACTA,2.184
JOURNAL OF APPLIED PHYSICS,2.183
SCIENTOMETRICS,2.183
SCIENTOMETRICS,2.183
Cyberpsychology Behavior and Social Networking,2.182
SCHOOL PSYCHOLOGY QUARTERLY,2.182
DIGESTIVE DISEASES,2.181
IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,2.181
Virology Journal,2.181
ANNALS OF STATISTICS,2.180
Expert Review of Clinical Pharmacology,2.180
HUMAN RESOURCE MANAGEMENT REVIEW,2.179
JOURNAL OF ENVIRONMENTAL MONITORING,2.179
CARDIOLOGY,2.177
IEEE Transactions on Terahertz Science and Technology,2.177
OPHTHALMIC AND PHYSIOLOGICAL OPTICS,2.177
NEUROSURGICAL REVIEW,2.176
AMERICAN FAMILY PHYSICIAN,2.175
SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND,2.175
Insect Conservation and Diversity,2.174
Diabetology & Metabolic Syndrome,2.173
JOURNAL OF ORGANOMETALLIC CHEMISTRY,2.173
Psychology of Music,2.173
COGNITIVE DEVELOPMENT,2.172
ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA,2.172
DOMESTIC ANIMAL ENDOCRINOLOGY,2.171
Environmental Science-Processes & Impacts,2.171
IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART C-APPLICATIONS AND REVIEWS,2.171
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,2.170
JOURNAL OF THROMBOSIS AND THROMBOLYSIS,2.169
Materials Science and Engineering B-Advanced Functional Solid-State Materials,2.169
Attention Perception & Psychophysics,2.168
Attention Perception & Psychophysics,2.168
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,2.168
INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,2.168
Advances in Physical Organic Chemistry,2.167
BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,2.167
BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,2.167
MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING,2.167
PREVENTIVE VETERINARY MEDICINE,2.167
EXPERIMENTAL BIOLOGY AND MEDICINE,2.165
AJIDD-American Journal on Intellectual and Developmental Disabilities,2.164
Archives of Womens Mental Health,2.164
Journal of Diabetes Research,2.164
Fuzzy Optimization and Decision Making,2.163
DIGESTIVE SURGERY,2.162
Food & Nutrition Research,2.162
CRITICAL CARE CLINICS,2.161
EMPIRICAL SOFTWARE ENGINEERING,2.161
Allergy Asthma & Immunology Research,2.160
Swarm Intelligence,2.160
AMERICAN JOURNAL OF MEDICAL GENETICS PART A,2.159
JOURNAL OF OCCUPATIONAL REHABILITATION,2.159
AMERICAN EDUCATIONAL RESEARCH JOURNAL,2.157
CURRENT ORGANIC CHEMISTRY,2.157
Journal of Natural Gas Science and Engineering,2.157
World Mycotoxin Journal,2.157
SEISMOLOGICAL RESEARCH LETTERS,2.156
CALIFORNIA LAW REVIEW,2.155
Chinese Journal of Cancer,2.155
TETRAHEDRON-ASYMMETRY,2.155
Hormones & Cancer,2.154
BIOCHEMISTRY AND CELL BIOLOGY-BIOCHIMIE ET BIOLOGIE CELLULAIRE,2.152
BIOORGANIC CHEMISTRY,2.152
PLANTA MEDICA,2.152
JOURNAL OF MOLECULAR RECOGNITION,2.151
International Wound Journal,2.150
POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,2.150
BIOTECHNOLOGY PROGRESS,2.149
SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,2.149
BEHAVIOURAL PHARMACOLOGY,2.148
Greenhouse Gases-Science and Technology,2.147
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,2.147
TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY,2.147
Human Genomics,2.146
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,2.145
Insect Science,2.144
LARYNGOSCOPE,2.144
PARASITE IMMUNOLOGY,2.143
PHYSICS OF PLASMAS,2.142
Physica Status Solidi-Rapid Research Letters,2.142
Archives of Cardiovascular Diseases,2.140
FORENSIC SCIENCE INTERNATIONAL,2.140
Molecular Cytogenetics,2.140
JOURNAL OF SOILS AND SEDIMENTS,2.139
ELECTROANALYSIS,2.138
GENE,2.138
HUMAN IMMUNOLOGY,2.138
CELLS TISSUES ORGANS,2.137
INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED,2.137
TISSUE ANTIGENS,2.137
TOXICOLOGIC PATHOLOGY,2.137
AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,2.136
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY,2.135
JOURNAL OF NONLINEAR SCIENCE,2.135
COMPUTERS & STRUCTURES,2.134
LANGUAGE AND COGNITIVE PROCESSES,2.134
Minerva Anestesiologica,2.134
JOURNAL OF SOLID STATE CHEMISTRY,2.133
PSYCHIATRIC CLINICS OF NORTH AMERICA,2.133
Structural Control & Health Monitoring,2.133
Perspectives on Politics,2.132
COMPUTATIONAL MATERIALS SCIENCE,2.131
INTERMETALLICS,2.131
INTERNATIONAL BIODETERIORATION & BIODEGRADATION,2.131
JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,2.129
JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,2.129
International Journal of Clinical Oncology,2.128
JOURNAL OF MOLECULAR CATALYSIS B-ENZYMATIC,2.128
ATTACHMENT & HUMAN DEVELOPMENT,2.127
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,2.127
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,2.127
SYNAPSE,2.127
INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,2.126
JOURNAL OF BIOMEDICAL INFORMATICS,2.126
MICROVASCULAR RESEARCH,2.126
BREEDING SCIENCE,2.125
Management Accounting Research,2.125
PLANT CELL TISSUE AND ORGAN CULTURE,2.125
ADVANCES IN HEALTH SCIENCES EDUCATION,2.124
ADVANCES IN HEALTH SCIENCES EDUCATION,2.124
JOURNAL OF ADDICTIVE DISEASES,2.123
KIDNEY & BLOOD PRESSURE RESEARCH,2.123
Preventing Chronic Disease,2.123
Preventing Chronic Disease,2.123
GEO-MARINE LETTERS,2.122
FEMS MICROBIOLOGY LETTERS,2.121
FUNDAMENTAL & CLINICAL PHARMACOLOGY,2.121
HORMONE AND METABOLIC RESEARCH,2.121
PLANT PATHOLOGY,2.121
Polskie Archiwum Medycyny Wewnetrznej-Polish Archives of Internal Medicine,2.121
BEST PRACTICE & RESEARCH CLINICAL HAEMATOLOGY,2.120
GROUP DECISION AND NEGOTIATION,2.120
Health and Quality of Life Outcomes,2.120
Health and Quality of Life Outcomes,2.120
JOURNAL OF PALEOLIMNOLOGY,2.120
PEDIATRIC CLINICS OF NORTH AMERICA,2.120
PERMAFROST AND PERIGLACIAL PROCESSES,2.119
JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,2.118
CURRENT ORGANIC SYNTHESIS,2.117
JOURNAL OF INTERNATIONAL MONEY AND FINANCE,2.117
JOURNAL OF THEORETICAL BIOLOGY,2.116
AMERICAN JOURNAL OF CRITICAL CARE,2.115
Mobile DNA,2.114
Transcultural Psychiatry,2.114
CLINICAL OTOLARYNGOLOGY,2.113
SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,2.113
PeerJ,2.112
ARTIFICIAL INTELLIGENCE REVIEW,2.111
JOURNAL OF FINANCIAL MARKETS,2.111
IEEE PHOTONICS TECHNOLOGY LETTERS,2.110
INTERNATIONAL ORTHOPAEDICS,2.110
JOURNAL OF INVERTEBRATE PATHOLOGY,2.110
Particuology,2.110
DERMATOLOGIC SURGERY,2.109
URBAN FORESTRY & URBAN GREENING,2.109
URBAN FORESTRY & URBAN GREENING,2.109
JOURNAL OF ANIMAL SCIENCE,2.108
BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY,2.107
CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS,2.107
Clinical Breast Cancer,2.107
Diabetes Technology & Therapeutics,2.106
JOURNAL OF GLAUCOMA,2.106
Neurosurgical Focus,2.105
ANTIPODE,2.104
JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY,2.104
ANNALS OF PHYSICS,2.103
Journal of Research on Educational Effectiveness,2.103
ANNALS OF OCCUPATIONAL HYGIENE,2.101
DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY,2.101
EUROPEAN ADDICTION RESEARCH,2.101
EUROPEAN ADDICTION RESEARCH,2.101
Advances in Carbohydrate Chemistry and Biochemistry,2.100
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2.100
Administration and Policy in Mental Health and Mental Health Services Research,2.098
NATURWISSENSCHAFTEN,2.098
PARASITOLOGY RESEARCH,2.098
DIGESTION,2.097
JOURNAL OF ANATOMY,2.097
SUPERLATTICES AND MICROSTRUCTURES,2.097
Substance Abuse,2.097
Substance Abuse,2.097
HISTOLOGY AND HISTOPATHOLOGY,2.096
NEW ZEALAND JOURNAL OF GEOLOGY AND GEOPHYSICS,2.096
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,2.095
EPL,2.095
EUROPEAN JOURNAL OF FOREST RESEARCH,2.095
IEEE Geoscience and Remote Sensing Letters,2.095
Journal of Anthropological Sciences,2.095
Aerosol and Air Quality Research,2.094
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS,2.094
JOURNAL OF CEREAL SCIENCE,2.094
FORESTRY,2.093
INTERNATIONAL JOURNAL OF EARTH SCIENCES,2.093
Asia Pacific Journal of Management,2.091
Chemistry Education Research and Practice,2.091
Chemistry Education Research and Practice,2.091
European Journal of Work and Organizational Psychology,2.090
Journal of Physical Activity & Health,2.090
MAGNETIC RESONANCE IMAGING,2.090
MOLECULES AND CELLS,2.090
BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY,2.089
IEEE CONTROL SYSTEMS MAGAZINE,2.088
INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,2.088
JOURNAL OF HEREDITY,2.088
Methods in Enzymology,2.088
COMMUNICATIONS IN MATHEMATICAL PHYSICS,2.086
Frontiers of Physics,2.086
INFANCY,2.086
JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,2.086
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,2.086
SWISS MEDICAL WEEKLY,2.086
Management Communication Quarterly,2.085
NETWORKS & SPATIAL ECONOMICS,2.085
BIOTROPICA,2.084
ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,2.084
PSYCHOPATHOLOGY,2.084
PSYCHOPATHOLOGY,2.084
BMC Medical Genetics,2.083
International Journal of Simulation Modelling,2.083
JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,2.083
JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,2.083
MATERNAL AND CHILD HEALTH JOURNAL,2.083
NEPHROLOGY,2.083
NEUROCOMPUTING,2.083
Studies in Science Education,2.083
Studies in Science Education,2.083
EYE,2.082
International Forum of Allergy & Rhinology,2.082
BIOINORGANIC CHEMISTRY AND APPLICATIONS,2.081
PALAEONTOLOGIA ELECTRONICA,2.081
Fuel Cells,2.080
United European Gastroenterology Journal,2.080
Pervasive and Mobile Computing,2.079
Clinical & Translational Oncology,2.077
Clinical Interventions in Aging,2.077
EXPERIMENTAL PSYCHOLOGY,2.076
Nanomaterials,2.076
JOURNAL OF BUSINESS AND PSYCHOLOGY,2.075
JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,2.075
CLINICS IN CHEST MEDICINE,2.074
COGNITIVE NEUROPSYCHOLOGY,2.073
COGNITIVE NEUROPSYCHOLOGY,2.073
Energies,2.072
JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES,2.072
Journal of Perinatology,2.072
CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY,2.071
CHEMICAL ENGINEERING AND PROCESSING,2.071
Marine Resource Economics,2.071
Marine Resource Economics,2.071
REVIEWS IN INORGANIC CHEMISTRY,2.071
ACCIDENT ANALYSIS AND PREVENTION,2.070
Expert Review of Hematology,2.070
Immunotherapy,2.070
JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,2.070
JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,2.070
JOURNAL OF BEHAVIORAL DECISION MAKING,2.069
REGIONAL STUDIES,2.068
CURRENT OPINION IN OBSTETRICS & GYNECOLOGY,2.067
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,2.067
AUTONOMOUS ROBOTS,2.066
CANCER IMAGING,2.066
EUROPEAN JOURNAL OF HAEMATOLOGY,2.066
EUROPEAN SPINE JOURNAL,2.066
Journal of Biomaterials and Tissue Engineering,2.066
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,2.066
Annals of Hepatology,2.065
HEART AND VESSELS,2.065
INTERNATIONAL JOURNAL OF SPORTS MEDICINE,2.065
JOURNAL OF BIOSCIENCES,2.064
Journal of Optical Communications and Networking,2.064
Transplant Infectious Disease,2.064
International Journal of Environmental Research and Public Health,2.063
JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2.062
JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2.062
QUATERNARY INTERNATIONAL,2.062
INTERNATIONAL JOURNAL OF MULTIPHASE FLOW,2.061
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,2.060
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,2.060
ANNALS OF PHARMACOTHERAPY,2.059
JOURNAL OF ENGINEERING EDUCATION,2.059
JOURNAL OF ENGINEERING EDUCATION,2.059
Journal of Optics,2.059
SYSTEMS & CONTROL LETTERS,2.059
Digestive Endoscopy,2.058
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2.058
ESTUARINE COASTAL AND SHELF SCIENCE,2.057
IRRIGATION SCIENCE,2.056
JOURNAL OF FISH DISEASES,2.056
PLASMA CHEMISTRY AND PLASMA PROCESSING,2.056
Comparative Biochemistry and Physiology D-Genomics & Proteomics,2.055
DNA AND CELL BIOLOGY,2.055
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,2.055
COMPUTERS & GEOSCIENCES,2.054
Developing World Bioethics,2.054
Developing World Bioethics,2.054
Journal of Immunotoxicology,2.054
Journal of Cardiovascular Nursing,2.053
Journal of Cardiovascular Nursing,2.053
RESOURCES POLICY,2.053
ADVANCES IN CHRONIC KIDNEY DISEASE,2.052
International Journal for Numerical Methods in Biomedical Engineering,2.052
Journal of Psychiatric Practice,2.051
ARTIFICIAL ORGANS,2.050
Developmental Neurorehabilitation,2.050
Hernia,2.050
JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT,2.050
JOURNAL OF WOMENS HEALTH,2.050
JOURNAL OF WOMENS HEALTH,2.050
IET Control Theory and Applications,2.048
ARCHIVES OF PHARMACAL RESEARCH,2.046
GEOFLUIDS,2.046
INORGANICA CHIMICA ACTA,2.046
Techniques in Coloproctology,2.044
APMIS,2.042
Body Image,2.042
CORNEA,2.042
EUROPEAN JOURNAL OF HISTOCHEMISTRY,2.042
JOURNAL OF REGIONAL SCIENCE,2.042
JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,2.042
METROLOGIA,2.041
BMC Neurology,2.040
JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS,2.040
JOURNAL OF PUBLIC HEALTH,2.039
JOURNAL OF PUBLIC HEALTH,2.039
Vitamins and Hormones,2.039
JOURNAL OF CHEMICAL AND ENGINEERING DATA,2.037
Journal of Hand Surgery-European Volume,2.037
APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,2.036
EXPERIMENTAL BRAIN RESEARCH,2.036
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,2.036
COMPTES RENDUS PHYSIQUE,2.035
BMC BIOTECHNOLOGY,2.034
INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,2.034
Journal of Agrarian Change,2.034
DYSPHAGIA,2.033
QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,2.033
Allergy Asthma and Clinical Immunology,2.032
CHILD PSYCHIATRY & HUMAN DEVELOPMENT,2.032
COMPARATIVE AND FUNCTIONAL GENOMICS,2.032
PHYSICS OF FLUIDS,2.031
RAPID PROTOTYPING JOURNAL,2.031
REGULATORY TOXICOLOGY AND PHARMACOLOGY,2.031
Archives of Medical Science,2.030
NEUROSCIENCE LETTERS,2.030
COMPARATIVE POLITICAL STUDIES,2.028
JOURNAL OF CLINICAL DENSITOMETRY,2.027
BRITISH JOURNAL OF RADIOLOGY,2.026
JOURNAL OF MICROBIOLOGICAL METHODS,2.026
MINERALOGICAL MAGAZINE,2.026
COMMUNITY DENTISTRY AND ORAL EPIDEMIOLOGY,2.025
JOURNAL OF NEUROSCIENCE METHODS,2.025
RIVER RESEARCH AND APPLICATIONS,2.025
Scandinavian Journal of Trauma Resuscitation & Emergency Medicine,2.025
BioData Mining,2.024
Journal of Inflammation-London,2.024
MOLECULAR BIOLOGY REPORTS,2.024
APPLIED ERGONOMICS,2.023
APPLIED ERGONOMICS,2.023
BIOMEDICINE & PHARMACOTHERAPY,2.023
JOURNAL OF FLUIDS AND STRUCTURES,2.021
BMC Complementary and Alternative Medicine,2.020
Clinical Lymphoma Myeloma & Leukemia,2.020
Clinical and Experimental Nephrology,2.020
Journal of Real-Time Image Processing,2.020
LAW AND HUMAN BEHAVIOR,2.020
OTOLARYNGOLOGY-HEAD AND NECK SURGERY,2.020
ARTIFICIAL INTELLIGENCE IN MEDICINE,2.019
JOURNAL OF CLINICAL PSYCHOLOGY,2.019
STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,2.019
GENESIS,2.018
FINITE ELEMENTS IN ANALYSIS AND DESIGN,2.017
JOURNAL OF ATHLETIC TRAINING,2.017
JAPANESE JOURNAL OF CLINICAL ONCOLOGY,2.016
COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,2.015
EPILEPSY RESEARCH,2.015
THEORETICAL AND APPLIED CLIMATOLOGY,2.015
PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY,2.014
Photodiagnosis and Photodynamic Therapy,2.014
BRAIN BEHAVIOR AND EVOLUTION,2.013
APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY,2.012
Critical Care and Resuscitation,2.012
Geosphere,2.012
JOURNAL OF COORDINATION CHEMISTRY,2.012
Review of Finance,2.012
POLYHEDRON,2.011
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,2.010
JOURNAL OF THE AMERICAN DENTAL ASSOCIATION,2.010
Parkinsons Disease,2.010
Bilingualism-Language and Cognition,2.009
CLINICAL NEUROPHARMACOLOGY,2.009
FOREIGN AFFAIRS,2.009
INTERNATIONAL DAIRY JOURNAL,2.008
Academic Pediatrics,2.007
NEW MEDIA & SOCIETY,2.007
ACADEMIC EMERGENCY MEDICINE,2.006
ALCOHOL,2.006
CELL BIOCHEMISTRY AND FUNCTION,2.005
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,2.004
International Journal of Medical Sciences,2.003
VIBRATIONAL SPECTROSCOPY,2.003
JOURNAL OF ENVIRONMENTAL SCIENCES-CHINA,2.002
ANNALS OF APPLIED BIOLOGY,2.000
ANNALS OF EPIDEMIOLOGY,2.000
Aging Male,2.000
BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY,2.000
CARDIOVASCULAR PATHOLOGY,2.000
COGNITION AND INSTRUCTION,2.000
Canadian Journal of Diabetes,2.000
Catalysts,2.000
EPISODES,2.000
International Perspectives on Sexual and Reproductive Health,2.000
JOURNAL OF FORESTRY,2.000
JOURNAL OF INTERFERON AND CYTOKINE RESEARCH,2.000
Journal of Ethnobiology and Ethnomedicine,2.000
Journal of Hand Therapy,2.000
Journal of Nutrigenetics and Nutrigenomics,2.000
Journal of Service Management,2.000
MUSIC PERCEPTION,2.000
NEUROSIGNALS,2.000
PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES,2.000
POLICY STUDIES JOURNAL,2.000
SOCIAL NETWORKS,2.000
Strategic Entrepreneurship Journal,2.000
VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE,2.000
SURFACE & COATINGS TECHNOLOGY,1.998
ANIMAL FEED SCIENCE AND TECHNOLOGY,1.997
BIOPROCESS AND BIOSYSTEMS ENGINEERING,1.997
ENDOCRINE JOURNAL,1.997
JOURNAL OF SUBSTANCE ABUSE TREATMENT,1.996
JOURNAL OF CRITICAL CARE,1.995
Journal of Lower Genital Tract Disease,1.994
Energy for Sustainable Development,1.993
INTERNATIONAL JOURNAL OF PRIMATOLOGY,1.993
Advances in Polymer Science,1.992
IEEE TRANSACTIONS ON COMMUNICATIONS,1.992
IMMUNOLOGICAL INVESTIGATIONS,1.991
ENVIRONMENTAL POLITICS,1.990
EUROPEAN JOURNAL OF DERMATOLOGY,1.990
EXPERIMENTAL ASTRONOMY,1.990
EXPERIMENTAL THERMAL AND FLUID SCIENCE,1.990
JOURNAL OF SEA RESEARCH,1.990
HEALTH PROMOTION INTERNATIONAL,1.989
INTERNATIONAL JOURNAL OF REFRACTORY METALS & HARD MATERIALS,1.989
MICRON,1.988
BRITISH JOURNAL OF POLITICAL SCIENCE,1.987
DATA MINING AND KNOWLEDGE DISCOVERY,1.987
JOURNAL OF HUMAN NUTRITION AND DIETETICS,1.987
ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,1.986
ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,1.986
BIOPHYSICAL CHEMISTRY,1.986
FUZZY SETS AND SYSTEMS,1.986
MOLECULAR VISION,1.986
DISABILITY AND REHABILITATION,1.985
DISABILITY AND REHABILITATION,1.985
JOURNAL OF CLINICAL MONITORING AND COMPUTING,1.985
JOURNAL OF FOOD COMPOSITION AND ANALYSIS,1.985
JOURNAL OF HUMAN LACTATION,1.985
APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,1.984
RADIOLOGIC CLINICS OF NORTH AMERICA,1.984
Forensic Science Medicine and Pathology,1.983
IEEE Transactions on Human-Machine Systems,1.982
ANNALS OF FOREST SCIENCE,1.981
Canadian Journal of Gastroenterology and Hepatology,1.981
Journal of the American Board of Family Medicine,1.981
OPTICAL MATERIALS,1.981
ACTA ASTRONOMICA,1.980
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,1.980
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,1.980
Electronic Materials Letters,1.980
IEEE Systems Journal,1.980
UPSALA JOURNAL OF MEDICAL SCIENCES,1.980
Current Opinion in Anesthesiology,1.979
JOURNAL OF SENSORY STUDIES,1.979
JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,1.979
JOURNAL OF VERTEBRATE PALEONTOLOGY,1.979
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,1.978
Familial Cancer,1.977
INTERNATIONAL JOURNAL OF NON-LINEAR MECHANICS,1.977
Metabolic Syndrome and Related Disorders,1.976
PLANT FOODS FOR HUMAN NUTRITION,1.976
JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS,1.975
NUMERICAL HEAT TRANSFER PART A-APPLICATIONS,1.975
Nano-Micro Letters,1.975
PEDIATRIC DRUGS,1.975
JOURNAL OF NONVERBAL BEHAVIOR,1.974
PLATINUM METALS REVIEW,1.974
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,1.974
EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,1.973
PUBLIC ADMINISTRATION REVIEW,1.973
Behavioral and Brain Functions,1.972
EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS,1.972
INTERNATIONAL JOURNAL OF MASS SPECTROMETRY,1.972
OCULAR IMMUNOLOGY AND INFLAMMATION,1.972
JOURNAL OF AVIAN BIOLOGY,1.971
RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,1.971
CLINICAL BIOMECHANICS,1.970
FLAVOUR AND FRAGRANCE JOURNAL,1.970
JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,1.970
JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS,1.970
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,1.969
NETHERLANDS JOURNAL OF MEDICINE,1.969
JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION,1.968
AQUATIC MICROBIAL ECOLOGY,1.967
CANCER NURSING,1.966
CANCER NURSING,1.966
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,1.966
HYDROGEOLOGY JOURNAL,1.966
INTERNATIONAL REVIEW OF PSYCHIATRY,1.966
JOURNAL OF AGING AND PHYSICAL ACTIVITY,1.966
JOURNAL OF AGING AND PHYSICAL ACTIVITY,1.966
MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,1.966
WORLD DEVELOPMENT,1.965
AMERICAN MINERALOGIST,1.964
Aquaculture Environment Interactions,1.964
